handle,title,displayTitle,category,price_from,variant_count,image_count,primary_image,vendor
handmade-by-order-yellow-gold-velvet-and-antique-green-gold-floral-print-double-sided-drum-lamp-shade-pendant-light-lights-lamp-shade,"Handmade by order yellow gold velvet and antique green gold floral print double sided drum lamp shade pendant light lights lamp shade","yellow gold velvet and antique green gold floral print",drum,24.99,24,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7615233080_dhg5.webp?v=1773352719,Lumina Hub
handmade-by-order-hot-pink-velvet-and-birds-on-branches-print-double-sided-drum-lamp-shade-all-shapes-and-sizes-available,"Handmade by order hot pink velvet and birds on branches print double sided drum lamp shade all shapes and sizes available","hot pink velvet and birds on branches print double",drum,24.99,24,8,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7197432780_r9by.webp?v=1773351694,Lumina Hub
handmade-by-order-luxury-graphite-dark-grey-velvet-and-autumn-leaves-pattern-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury graphite dark grey velvet and autumn leaves pattern drum lamp shade pendant light lamp shade all shapes and sizes","luxury graphite dark grey velvet and autumn leaves",drum,24.99,240,11,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7615321920_t49n.webp?v=1773351529,Lumina Hub
handmade-by-order-luxury-grey-charcoal-leaf-pattern-on-beige-velvet-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Handmade by order luxury grey charcoal leaf pattern on beige velvet lamp shade pendant light lamp shade all shapes and sizes available","luxury grey charcoal leaf pattern on beige velvet lamp",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7628832561_n4lm.webp?v=1775746336,Lumina Hub
orange-wave-lamp-shade-handmade-abstract-pendant-light,"Orange Wave Lamp Shade: Handmade Abstract Pendant Light","Orange Wave Lamp Shade: Handmade Abstract Pendant Light",drum,24.99,240,11,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7663179643_wwgs.webp?v=1775476128,Lumina Hub
handmade-by-order-yellow-teal-brown-wave-pattern-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available-on-demand,"Handmade by order yellow teal brown wave pattern velvet drum lamp shade pendant light lamp shade all shapes and sizes available on demand","yellow teal brown wave pattern velvet drum lamp shade",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7598079024_1hkk.webp?v=1773339964,Lumina Hub
handmade-blue-diagonal-velvet-lamp-shade-drum-pendant-light,"Handmade Blue Diagonal Velvet Lamp Shade: Drum Pendant Light","Handmade Blue Diagonal Velvet Lamp Shade: Drum Pendant",drum,24.99,240,7,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7016539332_dckf.webp?v=1773318119,Lumina Hub
handmade-by-order-vertical-stripped-mustard-teal-black-colour-strip-velvet-drum-lamp-shade-and-pendant-light-shade-all-shapes-and-size,"Handmade by order vertical stripped mustard teal black colour strip velvet drum lamp shade and pendant light shade all shapes and size","vertical stripped mustard teal black colour strip",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7600926392_97wb.webp?v=1773317814,Lumina Hub
handmade-by-order-luxury-gold-paint-art-abstract-old-bamboo-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-copy,"Handmade by order luxury charcoal grey anf gold foiled shimmer abstract art design drum lamp shade pendant light lamp shade all shapes sizes","luxury charcoal grey anf gold foiled shimmer abstract",foil-lined,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7564714972_dggx.webp?v=1773317284,Lumina Hub
handmade-by-order-luxury-gold-paint-art-abstract-old-bamboo-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury gold paint art abstract old bamboo print on velvet drum lamp shade pendant light lamp shade all shapes and sizes","luxury gold paint art abstract old bamboo print on",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7595116115_iqt5.webp?v=1773316387,Lumina Hub
handmade-by-order-luxury-gold-shimmer-foiled-on-white-velvet-drum-lamp-shade-pendant-light-shade-all-shapes-and-sizes-available,"handmade by order luxury gold shimmer foiled on white velvet drum lamp shade pendant light shade all shapes and sizes available","luxury gold shimmer foiled on white velvet drum lamp",foil-lined,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7552845672_p3oj.webp?v=1773316238,Lumina Hub
handmade-by-order-multicoloured-paint-art-on-antique-wooden-panels-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"Handmade by order multicoloured paint art on antique wooden panels print on velvet drum lamp shade pendant light lamp shade all shapes sizes","multicoloured paint art on antique wooden panels print",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7552844036_2sdw.webp?v=1773314897,Lumina Hub
handmade-by-order-luxury-multi-colour-brush-strokes-abstract-art-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury multi colour brush strokes abstract art print velvet drum lamp shade pendant light lamp shade all shapes and sizes","luxury multi colour brush strokes abstract art print",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7650880631_gari.webp?v=1773314547,Lumina Hub
handmade-by-order-zigzag-patch-multicoloured-geometric-pattern-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-availabl,"Handmade by order zigzag patch multicoloured geometric pattern velvet drum lamp shade pendant light lamp shade all shapes and sizes availabl","zigzag patch multicoloured geometric pattern velvet",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7607178649_stk5.webp?v=1773313548,Lumina Hub
handmade-by-order-teal-blue-wooden-retro-geometric-abstract-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-avail,"Handmade by order teal blue wooden retro geometric abstract print velvet drum lamp shade pendant light lamp shade all shapes and sizes avail","teal blue wooden retro geometric abstract print velvet",drum,24.99,240,11,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7648844101_jkyk.webp?v=1775475973,Lumina Hub
handmade-by-order-luxurious-abstract-teal-gold-round-circle-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-sizes-and-shapes-available,"Handmade by order luxurious abstract teal gold round circle drum velvet lamp shade pendant light lamp shade all sizes and shapes available","luxurious abstract teal gold round circle drum velvet",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7701622350_47lb.webp?v=1775474486,Lumina Hub
handmade-by-order-luxury-deep-blue-and-gold-wave-marble-pattern-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-avai,"Handmade by order luxury deep blue and gold wave marble pattern on velvet drum lamp shade pendant light lamp shade all shapes and sizes avai","luxury deep blue and gold wave marble pattern on velvet",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7586967790_33ch.webp?v=1773311935,Lumina Hub
handmade-by-ordee-luxury-jade-green-blue-wave-sky-with-glitter-effects-of-northern-lights-velvet-drum-lamp-shade-pendant-light-lamp-shade,"Handmade by ordee luxury jade green blue wave sky with glitter effects of northern lights velvet drum lamp shade pendant light lamp shade","Handmade by ordee luxury jade green blue wave sky with",drum,24.99,240,11,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7586477297_25xq.webp?v=1773311651,Lumina Hub
handmade-by-order-luxury-jade-green-marble-wave-abstract-art-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Handmade by order luxury jade green marble wave abstract art velvet drum lamp shade pendant light lamp shade all shapes and sizes available","luxury jade green marble wave abstract art velvet drum",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7607097581_bbpk.webp?v=1773311372,Lumina Hub
handmade-by-order-luxury-white-grey-gold-wave-marble-abstract-art-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-linin,"Handmade by order luxury white grey gold wave marble abstract art velvet drum lamp shade pendant light lamp shade all shapes and sizes linin","luxury white grey gold wave marble abstract art velvet",drum,24.99,240,12,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7600794645_bn3g_1.webp?v=1773660181,Lumina Hub
handmade-by-order-luxury-neutral-gold-linen-look-pattern-leopard-print-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury neutral gold linen look pattern leopard print drum velvet lamp shade pendant light lamp shade all shapes and sizes","luxury neutral gold linen look pattern leopard print",linen-lampshades,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/download-2026-03-25T141723.395.png?v=1774430304,Lumina Hub
handmade-by-order-luxurious-abstract-jade-green-teal-gold-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-sizes-and-shapes-available,"Handmade by order luxurious abstract jade green teal gold drum velvet lamp shade pendant light lamp shade all sizes and shapes available","luxurious abstract jade green teal gold drum velvet",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7587874225_j2qm.webp?v=1773310516,Lumina Hub
handmade-by-order-luxury-resin-wooden-teal-turquoise-blue-marble-pattern-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-avail,"Handmade by order luxury resin wooden teal turquoise blue marble pattern drum lamp shade pendant light lamp shade all shapes and sizes avail","luxury resin wooden teal turquoise blue marble pattern",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7547038550_lw8k.webp?v=1773310345,Lumina Hub
handmade-by-order-luxury-abstract-wave-pattern-multicoloured-on-velvet-drum-lamp-shade-pendant-light-shade-all-shapes-and-sizes-available,"Handmade by order luxury abstract wave pattern multicoloured on velvet drum lamp shade pendant light shade all shapes and sizes available","luxury abstract wave pattern multicoloured on velvet",drum,24.99,240,11,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7539937302_5sza.webp?v=1773310232,Lumina Hub
handmade-by-order-luxury-black-gold-stones-lava-abstract-geometric-pattern-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"Handmade by order luxury black gold stones lava abstract geometric pattern drum velvet lamp shade pendant light lamp shade all shapes sizes","luxury black gold stones lava abstract geometric",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7550821378_bbz4.webp?v=1773310045,Lumina Hub
handmade-by-order-orange-teal-retro-geometric-abstract-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-avail,"Handmade by order orange teal retro geometric abstract print velvet drum lamp shade pendant light lamp shade all shapes and sizes avail","orange teal retro geometric abstract print velvet drum",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7648854565_19mz.webp?v=1773309727,Lumina Hub
handmade-by-order-luxury-antique-metal-rusting-orange-teal-grey-combination-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-sizes,"handmade by order luxury antique metal rusting orange teal grey combination velvet drum lamp shade pendant light lamp shade all shapes sizes","luxury antique metal rusting orange teal grey",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7566029158_3361.webp?v=1773309529,Lumina Hub
handmade-by-order-luxury-blue-gold-marble-wave-abstract-art-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Handmade by order luxury blue gold marble wave abstract art velvet drum lamp shade pendant light lamp shade all shapes and sizes available","luxury blue gold marble wave abstract art velvet drum",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/IMG-6736.png?v=1778260961,Lumina Hub
handmade-by-order-luxury-jade-teal-blue-and-gold-cube-abstract-pattern-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury jade teal blue and gold cube abstract pattern drum velvet lamp shade pendant light lamp shade all shapes and sizes","luxury jade teal blue and gold cube abstract pattern",drum,24.99,240,8,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7615423735_tp6b.webp?v=1773309177,Lumina Hub
handmade-by-order-luxury-antique-rust-teal-and-gold-grunge-pattern-drum-velvet-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury antique rust teal and gold grunge pattern drum velvet lamp shade pendant light lamp shade all shapes and sizes","luxury antique rust teal and gold grunge pattern drum",drum,24.99,240,8,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7550826020_oxns.webp?v=1773308699,Lumina Hub
handmade-velvet-drum-lamp-shade-multicolored-abstract-pendant-ceiling-light-1,"Handmade Velvet Drum Lamp Shade: Multicolored Abstract Pendant Ceiling Light","Handmade Velvet Drum Lamp Shade: Multicolored Abstract",drum,24.99,240,14,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7606808770_348q_edeaa12b-9abb-4f74-b4ec-382238d85a58.webp?v=1772924050,Lumina Hub
handmade-velvet-drum-lamp-shade-multicolored-abstract-pendant-ceiling-light,"Handmade Velvet Drum Lamp Shade: Multicolored Abstract Pendant Ceiling Light","Handmade Velvet Drum Lamp Shade: Multicolored Abstract",drum,24.99,240,13,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7606808770_348q.webp?v=1772923272,Lumina Hub
handmade-by-order-luxury-teal-golden-wave-pattern-abstract-art-print-on-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes,"Handmade by order luxury teal golden wave pattern abstract art print on velvet DRUM lamp shade pendant light lamp shade all shapes and sizes","luxury teal golden wave pattern abstract art print on",drum,24.99,240,8,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/download_16.png?v=1773051975,Lumina Hub
handmade-by-order-luxury-teal-gold-wave-abstract-pattern-oval-lamp-shade-pendant-light-lamp-shade-all-sizes-and-shapes-available-on-demand,"Handmade by order luxury teal gold wave abstract pattern OVAL lamp shade pendant light lamp shade all sizes and shapes available on demand","luxury teal gold wave abstract pattern OVAL lamp shade",oval,27.99,100,7,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7239520409_fv6i.webp?v=1772365809,Lumina Hub
handmade-by-order-luxury-multi-colour-beach-pebble-stone-on-velvet-drum-lamp-shade-ceiling-lamp-shade-all-shapes-and-sizes-available,"Handmade by order luxury multi colour beach pebble stone on velvet drum lamp shade ceiling lamp shade all shapes and sizes available","luxury multi colour beach pebble stone on velvet drum",drum,24.99,240,7,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7058797785_cctf.webp?v=1772923977,Lumina Hub
handmade-by-order-luxury-metal-oxidation-rusting-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-spice-copper-teal-all-shapes-and-size,"Handmade by order luxury metal oxidation rusting print velvet drum lamp shade pendant light lamp shade spice copper teal all shapes and size","luxury metal oxidation rusting print velvet drum lamp",drum,24.99,240,9,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/download_12.png?v=1772983981,Lumina Hub
handmade-by-order-luxury-emerald-green-crocodile-skin-print-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"Handmade by order luxury emerald green crocodile skin print velvet drum lamp shade pendant light lamp shade all shapes and sizes available","luxury emerald green crocodile skin print velvet drum",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_fullxfull.7598772253_j1sa.jpg?v=1770980571,Lumina Hub
handmade-by-order-luxury-black-gold-lava-abstract-marble-geometric-pattern-rectangular-shape-lamp-shade-pendant-shade-all-shapes-sizes-avail,"Handmade by order luxury black gold lava abstract marble geometric pattern RECTANGULAR shape lamp shade pendant shade all shapes sizes avail","luxury black gold lava abstract marble geometric",rectangular,34.99,80,8,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7366938370_dexl.webp?v=1772835392,Lumina Hub
handmade-by-order-blue-hold-marble-wave-effect-velvet-rounded-square-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"handmade by order blue hold marble wave effect velvet ROUNDED SQUARE lamp shade pendant light lamp shade all shapes and sizes available","blue hold marble wave effect velvet ROUNDED SQUARE lamp",square,29.99,140,7,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7783713167_a3f1.webp?v=1772923643,Lumina Hub
handmade-by-order-black-gold-lava-effect-velvet-rounded-square-lamp-shade-pendant-light-lamp-shade-all-shapes-and-sizes-available,"handmade by order black gold lava effect velvet ROUNDED SQUARE lamp shade pendant light lamp shade all shapes and sizes available","black gold lava effect velvet ROUNDED SQUARE lamp shade",square,29.99,140,6,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7800621457_ivlh.webp?v=1772834032,Lumina Hub
handmade-by-order-luxury-black-chevron-zigzag-geometric-pattern-on-yellow-gold-velvet-drum-lamp-shade-pendant-light-lamp-shade-all-shapes,"Handmade by order luxury black chevron zigzag geometric pattern on yellow gold velvet drum lamp shade pendant light lamp shade all shapes","luxury black chevron zigzag geometric pattern on yellow",drum,24.99,240,10,https://cdn.shopify.com/s/files/1/0926/4408/2042/files/il_794xN.7628827563_64x9_4f48b0e8-b688-4719-b09f-3ddff6d9cf01.jpg?v=1771715874,Lumina Hub
